Co-ordinate,US.CA,US.NM,US.AZ,US.TX,US.MT,US.ND,US.NE,US.NY
Location,Califonia,New Mexico,Arizona,Texas,Montana,North darkota,Nebraska,New York
1/1/2024 0:00,0,0,0,0,0,0,0,0
1/1/2024 1:00,0,0,0,0,0,0,0,0
1/1/2024 2:00,0,0,0,0,0,0,0,0
1/1/2024 3:00,0,0,0,0,0,0,0,0
1/1/2024 4:00,0,0,0,0,0,0,0,0
1/1/2024 5:00,0,0,0,0,0,0,0,0
1/1/2024 6:00,0,0,0,0,0,0,0,0
1/1/2024 7:00,0,0,0,0,0,0,0,0
1/1/2024 8:00,0,0,0,0,0,0,0,0
1/1/2024 9:00,0,0,0,0,0,0,0,0
1/1/2024 10:00,0,0,0,0,0,0,0,0
1/1/2024 11:00,0,0,0,0,0,0,0,0
1/1/2024 12:00,0,0,0,0,0,0,0,0
1/1/2024 13:00,0,0,0,0.004,0,0,0,0.162
1/1/2024 14:00,0,0.062,0,0.205,0,0,0.047,0.386
1/1/2024 15:00,0.061,0.311,0.048,0.423,0.116,0.137,0.248,0.542
1/1/2024 16:00,0.249,0.492,0.116,0.555,0.368,0.457,0.636,0.603
1/1/2024 17:00,0.472,0.638,0.171,0.661,0.57,0.572,0.739,0.589
1/1/2024 18:00,0.621,0.653,0.193,0.704,0.613,0.627,0.746,0.547
1/1/2024 19:00,0.673,0.575,0.196,0.718,0.625,0.59,0.71,0.345
1/1/2024 20:00,0.668,0.47,0.175,0.638,0.574,0.489,0.607,0.133
1/1/2024 21:00,0.598,0.322,0.135,0.405,0.48,0.308,0.431,0
1/1/2024 22:00,0.473,0.127,0.084,0.191,0.276,0.073,0.156,0
1/1/2024 23:00,0.275,0.015,0.025,0.002,0.023,0,0,0
1/2/2024 0:00,0.053,0,0,0,0,0,0,0
1/2/2024 1:00,0,0,0,0,0,0,0,0
1/2/2024 2:00,0,0,0,0,0,0,0,0
1/2/2024 3:00,0,0,0,0,0,0,0,0
1/2/2024 4:00,0,0,0,0,0,0,0,0
1/2/2024 5:00,0,0,0,0,0,0,0,0
1/2/2024 6:00,0,0,0,0,0,0,0,0
1/2/2024 7:00,0,0,0,0,0,0,0,0
1/2/2024 8:00,0,0,0,0,0,0,0,0
1/2/2024 9:00,0,0,0,0,0,0,0,0
1/2/2024 10:00,0,0,0,0,0,0,0,0
1/2/2024 11:00,0,0,0,0,0,0,0,0
1/2/2024 12:00,0,0,0,0,0,0,0,0.004
1/2/2024 13:00,0,0,0,0,0,0,0,0.245
1/2/2024 14:00,0,0.012,0.011,0.04,0,0,0.125,0.539
1/2/2024 15:00,0.025,0.272,0.287,0.13,0.062,0.104,0.346,0.676
1/2/2024 16:00,0.19,0.596,0.516,0.269,0.355,0.41,0.585,0.737
1/2/2024 17:00,0.469,0.745,0.657,0.469,0.595,0.529,0.702,0.732
1/2/2024 18:00,0.52,0.804,0.734,0.49,0.69,0.487,0.744,0.661
1/2/2024 19:00,0.37,0.805,0.753,0.433,0.656,0.331,0.716,0.518
1/2/2024 20:00,0.255,0.748,0.718,0.356,0.486,0.189,0.622,0.284
1/2/2024 21:00,0.31,0.629,0.623,0.116,0.348,0.088,0.45,0.011
1/2/2024 22:00,0.374,0.438,0.462,0.025,0.191,0.012,0.178,0
1/2/2024 23:00,0.278,0.152,0.221,0,0.014,0,0,0
1/3/2024 0:00,0.045,0,0,0,0,0,0,0
1/3/2024 1:00,0,0,0,0,0,0,0,0
1/3/2024 2:00,0,0,0,0,0,0,0,0
1/3/2024 3:00,0,0,0,0,0,0,0,0
1/3/2024 4:00,0,0,0,0,0,0,0,0
1/3/2024 5:00,0,0,0,0,0,0,0,0
1/3/2024 6:00,0,0,0,0,0,0,0,0
1/3/2024 7:00,0,0,0,0,0,0,0,0
1/3/2024 8:00,0,0,0,0,0,0,0,0
1/3/2024 9:00,0,0,0,0,0,0,0,0
1/3/2024 10:00,0,0,0,0,0,0,0,0
1/3/2024 11:00,0,0,0,0,0,0,0,0
1/3/2024 12:00,0,0,0,0,0,0,0,0
1/3/2024 13:00,0,0,0,0,0,0,0,0.092
1/3/2024 14:00,0,0.085,0.011,0.037,0,0.007,0.052,0.266
1/3/2024 15:00,0.008,0.234,0.274,0.122,0.072,0.204,0.15,0.406
1/3/2024 16:00,0.075,0.293,0.466,0.245,0.322,0.454,0.495,0.297
1/3/2024 17:00,0.199,0.36,0.514,0.341,0.536,0.623,0.698,0.338
1/3/2024 18:00,0.331,0.445,0.5,0.394,0.655,0.719,0.732,0.214
1/3/2024 19:00,0.37,0.563,0.391,0.436,0.683,0.699,0.701,0.159
1/3/2024 20:00,0.241,0.676,0.229,0.524,0.643,0.576,0.605,0.063
1/3/2024 21:00,0.184,0.623,0.127,0.353,0.531,0.322,0.423,0
1/3/2024 22:00,0.15,0.429,0.065,0.126,0.32,0.032,0.15,0
1/3/2024 23:00,0.067,0.144,0.018,0.001,0.03,0,0,0
1/4/2024 0:00,0.007,0,0,0,0,0,0,0
1/4/2024 1:00,0,0,0,0,0,0,0,0
1/4/2024 2:00,0,0,0,0,0,0,0,0
1/4/2024 3:00,0,0,0,0,0,0,0,0
1/4/2024 4:00,0,0,0,0,0,0,0,0
1/4/2024 5:00,0,0,0,0,0,0,0,0
1/4/2024 6:00,0,0,0,0,0,0,0,0
1/4/2024 7:00,0,0,0,0,0,0,0,0
1/4/2024 8:00,0,0,0,0,0,0,0,0
1/4/2024 9:00,0,0,0,0,0,0,0,0
1/4/2024 10:00,0,0,0,0,0,0,0,0
1/4/2024 11:00,0,0,0,0,0,0,0,0
1/4/2024 12:00,0,0,0,0,0,0,0,0
1/4/2024 13:00,0,0,0,0,0,0,0,0.049
1/4/2024 14:00,0,0.001,0,0.092,0,0.013,0.025,0.111
1/4/2024 15:00,0,0.058,0.147,0.425,0.002,0.295,0.107,0.229
1/4/2024 16:00,0.046,0.14,0.408,0.676,0.046,0.48,0.17,0.47
1/4/2024 17:00,0.149,0.221,0.599,0.718,0.093,0.507,0.213,0.676
1/4/2024 18:00,0.336,0.285,0.689,0.704,0.121,0.476,0.234,0.686
1/4/2024 19:00,0.48,0.237,0.719,0.702,0.117,0.356,0.29,0.557
1/4/2024 20:00,0.565,0.198,0.693,0.638,0.095,0.223,0.238,0.314
1/4/2024 21:00,0.592,0.13,0.606,0.354,0.064,0.099,0.069,0.016
1/4/2024 22:00,0.482,0.059,0.401,0.062,0.032,0.013,0.009,0
1/4/2024 23:00,0.283,0.006,0.146,0,0,0,0,0
1/5/2024 0:00,0.062,0,0,0,0,0,0,0
1/5/2024 1:00,0,0,0,0,0,0,0,0
1/5/2024 2:00,0,0,0,0,0,0,0,0
1/5/2024 3:00,0,0,0,0,0,0,0,0
1/5/2024 4:00,0,0,0,0,0,0,0,0
1/5/2024 5:00,0,0,0,0,0,0,0,0
1/5/2024 6:00,0,0,0,0,0,0,0,0
1/5/2024 7:00,0,0,0,0,0,0,0,0
1/5/2024 8:00,0,0,0,0,0,0,0,0
1/5/2024 9:00,0,0,0,0,0,0,0,0
1/5/2024 10:00,0,0,0,0,0,0,0,0
1/5/2024 11:00,0,0,0,0,0,0,0,0
1/5/2024 12:00,0,0,0,0,0,0,0,0.008
1/5/2024 13:00,0,0,0,0.004,0,0,0,0.248
1/5/2024 14:00,0,0.115,0.009,0.152,0,0,0.001,0.517
1/5/2024 15:00,0.075,0.419,0.222,0.275,0.008,0.038,0.036,0.65
1/5/2024 16:00,0.255,0.629,0.332,0.492,0.091,0.091,0.082,0.711
1/5/2024 17:00,0.463,0.759,0.278,0.681,0.254,0.122,0.123,0.707
1/5/2024 18:00,0.635,0.822,0.243,0.767,0.344,0.131,0.148,0.651
1/5/2024 19:00,0.704,0.823,0.217,0.758,0.348,0.125,0.156,0.518
1/5/2024 20:00,0.699,0.764,0.209,0.671,0.263,0.098,0.132,0.294
1/5/2024 21:00,0.631,0.623,0.18,0.521,0.216,0.051,0.072,0.016
1/5/2024 22:00,0.502,0.368,0.152,0.288,0.113,0.003,0.014,0
1/5/2024 23:00,0.297,0.053,0.109,0.015,0.004,0,0,0
1/6/2024 0:00,0.042,0,0,0,0,0,0,0
1/6/2024 1:00,0,0,0,0,0,0,0,0
1/6/2024 2:00,0,0,0,0,0,0,0,0
1/6/2024 3:00,0,0,0,0,0,0,0,0
1/6/2024 4:00,0,0,0,0,0,0,0,0
1/6/2024 5:00,0,0,0,0,0,0,0,0
1/6/2024 6:00,0,0,0,0,0,0,0,0
1/6/2024 7:00,0,0,0,0,0,0,0,0
1/6/2024 8:00,0,0,0,0,0,0,0,0
1/6/2024 9:00,0,0,0,0,0,0,0,0
1/6/2024 10:00,0,0,0,0,0,0,0,0
1/6/2024 11:00,0,0,0,0,0,0,0,0
1/6/2024 12:00,0,0,0,0,0,0,0,0
1/6/2024 13:00,0,0,0,0.016,0,0,0,0.022
1/6/2024 14:00,0,0.117,0.019,0.323,0,0,0.013,0.054
1/6/2024 15:00,0.018,0.43,0.329,0.549,0.034,0.123,0.104,0.091
1/6/2024 16:00,0.127,0.641,0.557,0.695,0.162,0.356,0.23,0.123
1/6/2024 17:00,0.256,0.732,0.701,0.774,0.264,0.536,0.272,0.099
1/6/2024 18:00,0.249,0.733,0.776,0.795,0.342,0.57,0.237,0.067
1/6/2024 19:00,0.218,0.783,0.793,0.76,0.378,0.44,0.186,0.048
1/6/2024 20:00,0.165,0.771,0.755,0.667,0.338,0.374,0.139,0.027
1/6/2024 21:00,0.115,0.665,0.654,0.51,0.204,0.28,0.078,0
1/6/2024 22:00,0.065,0.468,0.489,0.275,0.063,0.084,0.025,0
1/6/2024 23:00,0.02,0.168,0.239,0.015,0,0,0,0
1/7/2024 0:00,0,0,0,0,0,0,0,0
1/7/2024 1:00,0,0,0,0,0,0,0,0
1/7/2024 2:00,0,0,0,0,0,0,0,0
1/7/2024 3:00,0,0,0,0,0,0,0,0
1/7/2024 4:00,0,0,0,0,0,0,0,0
1/7/2024 5:00,0,0,0,0,0,0,0,0
1/7/2024 6:00,0,0,0,0,0,0,0,0
1/7/2024 7:00,0,0,0,0,0,0,0,0
1/7/2024 8:00,0,0,0,0,0,0,0,0
1/7/2024 9:00,0,0,0,0,0,0,0,0
1/7/2024 10:00,0,0,0,0,0,0,0,0
1/7/2024 11:00,0,0,0,0,0,0,0,0
1/7/2024 12:00,0,0,0,0,0,0,0,0
1/7/2024 13:00,0,0,0,0.011,0,0,0,0.019
1/7/2024 14:00,0,0,0,0.23,0,0.003,0.171,0.048
1/7/2024 15:00,0.058,0.035,0.043,0.459,0,0.138,0.449,0.072
1/7/2024 16:00,0.269,0.092,0.094,0.643,0.031,0.282,0.597,0.095
1/7/2024 17:00,0.546,0.163,0.159,0.752,0.094,0.33,0.668,0.107
1/7/2024 18:00,0.69,0.221,0.228,0.79,0.157,0.324,0.68,0.095
1/7/2024 19:00,0.749,0.207,0.261,0.748,0.182,0.257,0.581,0.084
1/7/2024 20:00,0.742,0.161,0.295,0.608,0.163,0.169,0.304,0.038
1/7/2024 21:00,0.674,0.101,0.408,0.444,0.108,0.07,0.081,0
1/7/2024 22:00,0.543,0.044,0.314,0.248,0.043,0.004,0.004,0
1/7/2024 23:00,0.334,0.004,0.12,0.018,0,0,0,0
1/8/2024 0:00,0.098,0,0,0,0,0,0,0
1/8/2024 1:00,0,0,0,0,0,0,0,0
1/8/2024 2:00,0,0,0,0,0,0,0,0
1/8/2024 3:00,0,0,0,0,0,0,0,0
1/8/2024 4:00,0,0,0,0,0,0,0,0
1/8/2024 5:00,0,0,0,0,0,0,0,0
1/8/2024 6:00,0,0,0,0,0,0,0,0
1/8/2024 7:00,0,0,0,0,0,0,0,0
1/8/2024 8:00,0,0,0,0,0,0,0,0
1/8/2024 9:00,0,0,0,0,0,0,0,0
1/8/2024 10:00,0,0,0,0,0,0,0,0
1/8/2024 11:00,0,0,0,0,0,0,0,0
1/8/2024 12:00,0,0,0,0,0,0,0,0.013
1/8/2024 13:00,0,0,0,0,0,0,0,0.286
1/8/2024 14:00,0,0.015,0.022,0.058,0,0.004,0,0.51
1/8/2024 15:00,0.121,0.102,0.343,0.203,0.092,0.131,0.005,0.623
1/8/2024 16:00,0.359,0.308,0.574,0.476,0.331,0.269,0.019,0.686
1/8/2024 17:00,0.565,0.418,0.72,0.694,0.537,0.371,0.046,0.682
1/8/2024 18:00,0.679,0.26,0.798,0.68,0.679,0.348,0.095,0.614
1/8/2024 19:00,0.731,0.245,0.818,0.734,0.705,0.248,0.115,0.351
1/8/2024 20:00,0.724,0.334,0.78,0.661,0.628,0.124,0.084,0.109
1/8/2024 21:00,0.652,0.355,0.678,0.514,0.346,0.056,0.035,0
1/8/2024 22:00,0.522,0.235,0.511,0.288,0.158,0.013,0.002,0
1/8/2024 23:00,0.317,0.071,0.256,0.019,0.013,0,0,0
1/9/2024 0:00,0.062,0,0.001,0,0,0,0,0
1/9/2024 1:00,0,0,0,0,0,0,0,0
1/9/2024 2:00,0,0,0,0,0,0,0,0
1/9/2024 3:00,0,0,0,0,0,0,0,0
1/9/2024 4:00,0,0,0,0,0,0,0,0
1/9/2024 5:00,0,0,0,0,0,0,0,0
1/9/2024 6:00,0,0,0,0,0,0,0,0
1/9/2024 7:00,0,0,0,0,0,0,0,0
1/9/2024 8:00,0,0,0,0,0,0,0,0
1/9/2024 9:00,0,0,0,0,0,0,0,0
1/9/2024 10:00,0,0,0,0,0,0,0,0
1/9/2024 11:00,0,0,0,0,0,0,0,0
1/9/2024 12:00,0,0,0,0,0,0,0,0
1/9/2024 13:00,0,0,0,0.021,0,0,0,0.012
1/9/2024 14:00,0,0.155,0.025,0.354,0,0.008,0.085,0.053
1/9/2024 15:00,0.066,0.473,0.346,0.585,0,0.195,0.339,0.089
1/9/2024 16:00,0.271,0.678,0.569,0.733,0.019,0.461,0.574,0.096
1/9/2024 17:00,0.523,0.802,0.709,0.816,0.057,0.676,0.74,0.084
1/9/2024 18:00,0.664,0.856,0.782,0.842,0.118,0.719,0.808,0.061
1/9/2024 19:00,0.711,0.851,0.799,0.813,0.231,0.691,0.775,0.026
1/9/2024 20:00,0.692,0.786,0.761,0.728,0.308,0.588,0.671,0.005
1/9/2024 21:00,0.584,0.655,0.664,0.574,0.21,0.392,0.486,0
1/9/2024 22:00,0.435,0.452,0.499,0.339,0.091,0.107,0.2,0
1/9/2024 23:00,0.249,0.155,0.251,0.031,0.005,0,0,0
1/10/2024 0:00,0.039,0,0.001,0,0,0,0,0
1/10/2024 1:00,0,0,0,0,0,0,0,0
1/10/2024 2:00,0,0,0,0,0,0,0,0
1/10/2024 3:00,0,0,0,0,0,0,0,0
1/10/2024 4:00,0,0,0,0,0,0,0,0
1/10/2024 5:00,0,0,0,0,0,0,0,0
1/10/2024 6:00,0,0,0,0,0,0,0,0
1/10/2024 7:00,0,0,0,0,0,0,0,0
1/10/2024 8:00,0,0,0,0,0,0,0,0
1/10/2024 9:00,0,0,0,0,0,0,0,0
1/10/2024 10:00,0,0,0,0,0,0,0,0
1/10/2024 11:00,0,0,0,0,0,0,0,0
1/10/2024 12:00,0,0,0,0,0,0,0,0
1/10/2024 13:00,0,0,0,0.007,0,0,0,0.092
1/10/2024 14:00,0,0.138,0.023,0.303,0,0.001,0.197,0.177
1/10/2024 15:00,0.065,0.439,0.335,0.519,0.002,0.097,0.475,0.422
1/10/2024 16:00,0.269,0.639,0.559,0.673,0.05,0.184,0.644,0.564
1/10/2024 17:00,0.521,0.761,0.702,0.783,0.106,0.243,0.722,0.382
1/10/2024 18:00,0.65,0.821,0.78,0.801,0.148,0.394,0.661,0.177
1/10/2024 19:00,0.702,0.821,0.799,0.767,0.149,0.452,0.36,0.132
1/10/2024 20:00,0.68,0.761,0.762,0.679,0.132,0.301,0.17,0.053
1/10/2024 21:00,0.551,0.635,0.662,0.528,0.09,0.127,0.24,0
1/10/2024 22:00,0.359,0.435,0.496,0.302,0.035,0.016,0.131,0
1/10/2024 23:00,0.133,0.146,0.245,0.024,0,0,0,0
1/11/2024 0:00,0.01,0,0,0,0,0,0,0
1/11/2024 1:00,0,0,0,0,0,0,0,0
1/11/2024 2:00,0,0,0,0,0,0,0,0
1/11/2024 3:00,0,0,0,0,0,0,0,0
1/11/2024 4:00,0,0,0,0,0,0,0,0
1/11/2024 5:00,0,0,0,0,0,0,0,0
1/11/2024 6:00,0,0,0,0,0,0,0,0
1/11/2024 7:00,0,0,0,0,0,0,0,0
1/11/2024 8:00,0,0,0,0,0,0,0,0
1/11/2024 9:00,0,0,0,0,0,0,0,0
1/11/2024 10:00,0,0,0,0,0,0,0,0
1/11/2024 11:00,0,0,0,0,0,0,0,0
1/11/2024 12:00,0,0,0,0,0,0,0,0
1/11/2024 13:00,0,0,0,0.024,0,0,0,0.045
1/11/2024 14:00,0,0.076,0,0.351,0,0,0.031,0.106
1/11/2024 15:00,0.118,0.354,0.039,0.572,0.004,0.047,0.106,0.297
1/11/2024 16:00,0.342,0.586,0.068,0.708,0.044,0.14,0.14,0.337
1/11/2024 17:00,0.58,0.65,0.098,0.774,0.071,0.262,0.142,0.252
1/11/2024 18:00,0.701,0.529,0.181,0.784,0.097,0.304,0.154,0.299
1/11/2024 19:00,0.754,0.39,0.402,0.742,0.104,0.272,0.169,0.281
1/11/2024 20:00,0.748,0.287,0.484,0.65,0.081,0.238,0.116,0.128
1/11/2024 21:00,0.677,0.152,0.528,0.498,0.045,0.128,0.046,0
1/11/2024 22:00,0.548,0.063,0.447,0.268,0.013,0.031,0.004,0
1/11/2024 23:00,0.337,0.008,0.234,0.016,0,0,0,0
1/12/2024 0:00,0.056,0,0.003,0,0,0,0,0
1/12/2024 1:00,0,0,0,0,0,0,0,0
1/12/2024 2:00,0,0,0,0,0,0,0,0
1/12/2024 3:00,0,0,0,0,0,0,0,0
1/12/2024 4:00,0,0,0,0,0,0,0,0
1/12/2024 5:00,0,0,0,0,0,0,0,0
1/12/2024 6:00,0,0,0,0,0,0,0,0
1/12/2024 7:00,0,0,0,0,0,0,0,0
1/12/2024 8:00,0,0,0,0,0,0,0,0
1/12/2024 9:00,0,0,0,0,0,0,0,0
1/12/2024 10:00,0,0,0,0,0,0,0,0
1/12/2024 11:00,0,0,0,0,0,0,0,0
1/12/2024 12:00,0,0,0,0,0,0,0,0.006
1/12/2024 13:00,0,0,0,0.025,0,0,0,0.205
1/12/2024 14:00,0,0.168,0.022,0.369,0,0,0.007,0.378
1/12/2024 15:00,0.092,0.48,0.355,0.606,0.005,0.06,0.056,0.529
1/12/2024 16:00,0.35,0.68,0.577,0.758,0.063,0.122,0.107,0.713
1/12/2024 17:00,0.552,0.804,0.719,0.838,0.148,0.159,0.148,0.687
1/12/2024 18:00,0.629,0.861,0.792,0.858,0.205,0.193,0.176,0.623
1/12/2024 19:00,0.608,0.857,0.809,0.822,0.219,0.183,0.182,0.405
1/12/2024 20:00,0.546,0.794,0.769,0.73,0.201,0.104,0.158,0.166
1/12/2024 21:00,0.492,0.666,0.662,0.571,0.152,0.045,0.109,0
1/12/2024 22:00,0.189,0.46,0.444,0.332,0.076,0.002,0.041,0
1/12/2024 23:00,0.127,0.161,0.167,0.032,0.002,0,0,0
1/13/2024 0:00,0.047,0,0,0,0,0,0,0
1/13/2024 1:00,0,0,0,0,0,0,0,0
1/13/2024 2:00,0,0,0,0,0,0,0,0
1/13/2024 3:00,0,0,0,0,0,0,0,0
1/13/2024 4:00,0,0,0,0,0,0,0,0
1/13/2024 5:00,0,0,0,0,0,0,0,0
1/13/2024 6:00,0,0,0,0,0,0,0,0
1/13/2024 7:00,0,0,0,0,0,0,0,0
1/13/2024 8:00,0,0,0,0,0,0,0,0
1/13/2024 9:00,0,0,0,0,0,0,0,0
1/13/2024 10:00,0,0,0,0,0,0,0,0
1/13/2024 11:00,0,0,0,0,0,0,0,0
1/13/2024 12:00,0,0,0,0,0,0,0,0
1/13/2024 13:00,0,0,0,0.005,0,0,0,0.007
1/13/2024 14:00,0,0.159,0.028,0.174,0,0,0.107,0.135
1/13/2024 15:00,0.087,0.459,0.343,0.483,0.303,0.05,0.402,0.129
1/13/2024 16:00,0.264,0.657,0.56,0.63,0.607,0.106,0.569,0.128
1/13/2024 17:00,0.443,0.778,0.695,0.726,0.78,0.127,0.573,0.313
1/13/2024 18:00,0.561,0.834,0.759,0.752,0.868,0.126,0.552,0.411
1/13/2024 19:00,0.644,0.832,0.715,0.543,0.882,0.107,0.538,0.199
1/13/2024 20:00,0.648,0.772,0.711,0.293,0.824,0.08,0.549,0.078
1/13/2024 21:00,0.571,0.644,0.647,0.11,0.688,0.04,0.49,0.001
1/13/2024 22:00,0.412,0.445,0.486,0.032,0.454,0.004,0.241,0
1/13/2024 23:00,0.237,0.132,0.245,0,0.105,0,0,0
1/14/2024 0:00,0.037,0,0.004,0,0,0,0,0
1/14/2024 1:00,0,0,0,0,0,0,0,0
1/14/2024 2:00,0,0,0,0,0,0,0,0
1/14/2024 3:00,0,0,0,0,0,0,0,0
1/14/2024 4:00,0,0,0,0,0,0,0,0
1/14/2024 5:00,0,0,0,0,0,0,0,0
1/14/2024 6:00,0,0,0,0,0,0,0,0
1/14/2024 7:00,0,0,0,0,0,0,0,0
1/14/2024 8:00,0,0,0,0,0,0,0,0
1/14/2024 9:00,0,0,0,0,0,0,0,0
1/14/2024 10:00,0,0,0,0,0,0,0,0
1/14/2024 11:00,0,0,0,0,0,0,0,0
1/14/2024 12:00,0,0,0,0,0,0,0,0
1/14/2024 13:00,0,0,0,0.006,0,0,0,0.046
1/14/2024 14:00,0,0.109,0.025,0.08,0,0.009,0.079,0.13
1/14/2024 15:00,0.004,0.421,0.322,0.102,0.001,0.124,0.284,0.196
1/14/2024 16:00,0.072,0.621,0.538,0.147,0.042,0.269,0.485,0.189
1/14/2024 17:00,0.208,0.741,0.676,0.221,0.089,0.383,0.613,0.219
1/14/2024 18:00,0.402,0.798,0.753,0.302,0.11,0.432,0.773,0.179
1/14/2024 19:00,0.535,0.796,0.772,0.335,0.107,0.407,0.828,0.165
1/14/2024 20:00,0.633,0.74,0.737,0.316,0.088,0.313,0.71,0.063
1/14/2024 21:00,0.607,0.623,0.643,0.241,0.062,0.174,0.503,0
1/14/2024 22:00,0.486,0.432,0.484,0.078,0.029,0.031,0.206,0
1/14/2024 23:00,0.297,0.154,0.242,0,0,0,0,0
1/15/2024 0:00,0.061,0,0.002,0,0,0,0,0
1/15/2024 1:00,0,0,0,0,0,0,0,0
1/15/2024 2:00,0,0,0,0,0,0,0,0
1/15/2024 3:00,0,0,0,0,0,0,0,0
1/15/2024 4:00,0,0,0,0,0,0,0,0
1/15/2024 5:00,0,0,0,0,0,0,0,0
1/15/2024 6:00,0,0,0,0,0,0,0,0
1/15/2024 7:00,0,0,0,0,0,0,0,0
1/15/2024 8:00,0,0,0,0,0,0,0,0
1/15/2024 9:00,0,0,0,0,0,0,0,0
1/15/2024 10:00,0,0,0,0,0,0,0,0
1/15/2024 11:00,0,0,0,0,0,0,0,0
1/15/2024 12:00,0,0,0,0,0,0,0,0.038
1/15/2024 13:00,0,0,0,0,0,0,0,0.374
1/15/2024 14:00,0,0.162,0.03,0.08,0,0.018,0.007,0.616
1/15/2024 15:00,0.007,0.449,0.311,0.263,0.314,0.175,0.056,0.755
1/15/2024 16:00,0.086,0.641,0.43,0.451,0.602,0.177,0.118,0.814
1/15/2024 17:00,0.23,0.758,0.589,0.635,0.77,0.216,0.163,0.804
1/15/2024 18:00,0.418,0.815,0.67,0.773,0.856,0.249,0.188,0.7
1/15/2024 19:00,0.488,0.812,0.665,0.829,0.869,0.238,0.194,0.39
1/15/2024 20:00,0.46,0.714,0.571,0.74,0.814,0.196,0.181,0.12
1/15/2024 21:00,0.251,0.362,0.369,0.579,0.683,0.129,0.122,0.003
1/15/2024 22:00,0.155,0.143,0.197,0.33,0.455,0.049,0.05,0
1/15/2024 23:00,0.13,0.027,0.077,0.033,0.124,0,0,0
1/16/2024 0:00,0.022,0,0,0,0,0,0,0
1/16/2024 1:00,0,0,0,0,0,0,0,0
1/16/2024 2:00,0,0,0,0,0,0,0,0
1/16/2024 3:00,0,0,0,0,0,0,0,0
1/16/2024 4:00,0,0,0,0,0,0,0,0
1/16/2024 5:00,0,0,0,0,0,0,0,0
1/16/2024 6:00,0,0,0,0,0,0,0,0
1/16/2024 7:00,0,0,0,0,0,0,0,0
1/16/2024 8:00,0,0,0,0,0,0,0,0
1/16/2024 9:00,0,0,0,0,0,0,0,0
1/16/2024 10:00,0,0,0,0,0,0,0,0
1/16/2024 11:00,0,0,0,0,0,0,0,0
1/16/2024 12:00,0,0,0,0,0,0,0,0
1/16/2024 13:00,0,0,0,0.01,0,0,0,0.031
1/16/2024 14:00,0,0.179,0.037,0.354,0,0.026,0.322,0.062
1/16/2024 15:00,0.027,0.475,0.359,0.643,0.056,0.314,0.6,0.068
1/16/2024 16:00,0.167,0.668,0.571,0.8,0.233,0.616,0.781,0.064
1/16/2024 17:00,0.356,0.789,0.7,0.886,0.461,0.768,0.879,0.056
1/16/2024 18:00,0.482,0.843,0.769,0.9,0.634,0.807,0.9,0.05
1/16/2024 19:00,0.446,0.839,0.784,0.873,0.643,0.762,0.857,0.028
1/16/2024 20:00,0.479,0.779,0.748,0.777,0.424,0.625,0.744,0.01
1/16/2024 21:00,0.485,0.656,0.653,0.607,0.265,0.437,0.552,0
1/16/2024 22:00,0.385,0.461,0.495,0.357,0.125,0.153,0.255,0
1/16/2024 23:00,0.169,0.174,0.259,0.044,0.008,0,0,0
1/17/2024 0:00,0.009,0,0.006,0,0,0,0,0
1/17/2024 1:00,0,0,0,0,0,0,0,0
1/17/2024 2:00,0,0,0,0,0,0,0,0
1/17/2024 3:00,0,0,0,0,0,0,0,0
1/17/2024 4:00,0,0,0,0,0,0,0,0
1/17/2024 5:00,0,0,0,0,0,0,0,0
1/17/2024 6:00,0,0,0,0,0,0,0,0
1/17/2024 7:00,0,0,0,0,0,0,0,0
1/17/2024 8:00,0,0,0,0,0,0,0,0
1/17/2024 9:00,0,0,0,0,0,0,0,0
1/17/2024 10:00,0,0,0,0,0,0,0,0
1/17/2024 11:00,0,0,0,0,0,0,0,0
1/17/2024 12:00,0,0,0,0,0,0,0,0
1/17/2024 13:00,0,0,0,0.044,0,0,0,0.073
1/17/2024 14:00,0,0.176,0.024,0.416,0,0.007,0.243,0.15
1/17/2024 15:00,0.007,0.458,0.191,0.638,0,0.13,0.505,0.229
1/17/2024 16:00,0.088,0.647,0.285,0.781,0.027,0.338,0.672,0.387
1/17/2024 17:00,0.178,0.763,0.344,0.856,0.07,0.529,0.775,0.501
1/17/2024 18:00,0.241,0.779,0.369,0.871,0.128,0.618,0.699,0.554
1/17/2024 19:00,0.242,0.657,0.351,0.832,0.166,0.588,0.382,0.456
1/17/2024 20:00,0.266,0.64,0.563,0.736,0.177,0.479,0.178,0.245
1/17/2024 21:00,0.286,0.547,0.561,0.573,0.132,0.284,0.08,0.023
1/17/2024 22:00,0.238,0.139,0.421,0.333,0.041,0.05,0.019,0
1/17/2024 23:00,0.149,0.112,0.189,0.04,0,0,0,0
1/18/2024 0:00,0.026,0,0.003,0,0,0,0,0
1/18/2024 1:00,0,0,0,0,0,0,0,0
1/18/2024 2:00,0,0,0,0,0,0,0,0
1/18/2024 3:00,0,0,0,0,0,0,0,0
1/18/2024 4:00,0,0,0,0,0,0,0,0
1/18/2024 5:00,0,0,0,0,0,0,0,0
1/18/2024 6:00,0,0,0,0,0,0,0,0
1/18/2024 7:00,0,0,0,0,0,0,0,0
1/18/2024 8:00,0,0,0,0,0,0,0,0
1/18/2024 9:00,0,0,0,0,0,0,0,0
1/18/2024 10:00,0,0,0,0,0,0,0,0
1/18/2024 11:00,0,0,0,0,0,0,0,0
